X,Результаты модуля (FunctionWithModule)
0.2447000000000008,322.9434548144921
0.24580000000000002,314.82895575004216
0.24690000000000012,306.92862526207807
0.24800000000000022,299.2364347354582
0.24910000000000032,291.74653866981055
0.2502000000000004,284.4532686351581
0.2513000000000005,277.35112744496024
0.2524000000000006,270.4347835380374
0.2535000000000007,263.6990655612438
0.25459999999999994,257.1389571450751
0.25570000000000004,250.74959186470196
0.25680000000000014,244.52624837934638
0.25790000000000024,238.46434574303308
0.25900000000000034,232.55943888021287
0.26010000000000044,226.80721421993007
0.26120000000000054,221.2034854824937
0.26230000000000064,215.74418961286264
0.26340000000000074,210.42538285518887
0.26449999999999996,205.24323696320687
0.26560000000000006,200.19403554132074
0.26670000000000016,195.2741705115703
0.26780000000000026,190.48013870168035
0.26890000000000036,185.8085385497533
0.27000000000000046,181.25606692124768
0.27110000000000056,176.8195160340971
0.27220000000000066,172.49577048797917
0.27330000000000076,168.28180439390994
0.2744,164.17467860048654
0.2755000000000001,160.17153801323622
0.2766000000000002,156.26960900372464
0.2777000000000003,152.46619690510383
0.2788000000000004,148.75868359102103
0.2799000000000005,145.1445251348621
0.2810000000000006,141.6212495464445
0.2821000000000007,138.1864545833781
0.2832000000000008,134.83780563445785
0.2843,131.5730336724479
0.2854000000000001,128.38993327387334
0.2865000000000002,125.28636070341842
0.2876000000000003,122.26023206062135
0.2887000000000004,119.30952148671031
0.2898000000000005,116.43225942945433
0.2909000000000006,113.626530963998
0.2920000000000007,110.89047416773172
0.2931000000000008,108.22227854731233
0.2942,105.62018351603284
0.2953000000000001,103.08247691978085
0.2964000000000002,100.60749360994745
0.2975000000000003,98.19361406162483
0.2986000000000004,95.83926303557499
0.2997000000000005,93.54290828245703
0.3008000000000006,91.3030592878767
0.3019000000000007,89.11826605686717
0.30299999999999994,86.98711793646923
0.30410000000000004,84.90824247510929
0.30520000000000014,82.88030431756044
0.30630000000000024,80.90200413424746
0.30740000000000034,78.97207758382463
0.30850000000000044,77.08929430776838
0.30960000000000054,75.25245695609118
0.31070000000000064,73.460400243018
0.31180000000000074,71.71199003167746
0.31289999999999996,70.00612244684251
0.31400000000000006,68.34172301478688
0.31510000000000016,66.71774582938393
0.31620000000000026,65.13317274356099
0.31730000000000036,63.58701258529761
0.31840000000000046,62.07830039736009
0.31950000000000056,60.60609669999813
0.32060000000000066,59.1694867758596
0.32170000000000076,57.76757997640292
0.3228,56.399509049112545
0.3239000000000001,55.064429484840474
0.3250000000000002,53.76151888464539
0.3261000000000003,52.48997634547689
0.3272000000000004,51.24902186412454
0.3283000000000005,50.037895758837124
0.3294000000000006,48.855858108053305
0.3305000000000007,47.7021882056992
0.3316000000000008,46.57618403252879
0.3327,45.47716174300028
0.3338000000000001,44.404455167193184
0.3349000000000002,43.357415327307294
0.3360000000000003,42.33540996825477
0.3371000000000004,41.337823101992456
0.3382000000000005,40.364054564978055
0.3393000000000006,39.41351958857841
0.3404000000000007,38.48564838185538
0.3415000000000008,37.57988572641134
0.3426,36.69569058291348
0.3437000000000001,35.83253570892945
0.3448000000000002,34.98990728773856
0.3459000000000003,34.16730456776721
0.3470000000000004,33.36423951233202
0.3481000000000005,32.58023645937386
0.3492000000000006,31.814831790875065
0.3503000000000007,31.067573611669317
0.3514000000000008,30.338021437355067
0.35250000000000004,29.625745891040047
0.35360000000000014,28.930328408644765
0.35470000000000024,28.25136095251602
0.35580000000000034,27.58844573308874
0.35690000000000044,26.941194938363306
0.35800000000000054,26.309230470959825
0.35910000000000064,25.692183692524715
0.36020000000000074,25.08969517526852
0.36129999999999995,24.501414460425092
0.36240000000000006,23.926999823421493
0.36350000000000016,23.36611804556883
0.36460000000000026,22.81844419207019
0.36570000000000036,22.283661396166533
0.36680000000000046,21.76146064923796
0.36790000000000056,21.251540596672477
0.36900000000000066,20.753607339402485
0.37010000000000076,20.267374240776018
0.3712,19.79256173882432
0.3723000000000001,19.32889716360722
0.3734000000000002,18.876114559556108
0.3745000000000003,18.433954512652313
0.3756000000000004,18.00216398231629
0.3767000000000005,17.58049613780655
0.3778000000000006,17.16871019915494
0.3789000000000007,16.766571282300593
0.3800000000000008,16.373850248455827
0.3811,15.990323557521698
0.3822000000000001,15.61577312544575
0.3833000000000002,15.249986185413725
0.3844000000000003,14.892755152759827
0.3855000000000004,14.543877493494291
0.3866000000000005,14.203155596343805
0.3877000000000006,13.870396648204904
0.3888000000000007,13.545412512914607
0.3899000000000008,13.228019613243925
0.391,12.91803881602395
0.3921000000000001,12.615295320314642
0.3932000000000002,12.319618548534859
0.3943000000000003,12.030842040465487
0.3954000000000004,11.748803350048968
0.3965000000000005,11.473343944905656
0.3976000000000006,11.204309108491643
0.3987000000000007,10.941547844824289
0.3998000000000008,10.68491278570437
0.40090000000000003,10.434260100365643
0.40200000000000014,10.189449407483583
0.40310000000000024,9.950343689481015
0.40420000000000034,9.716809209063296
0.40530000000000044,9.488715427924747
0.40640000000000054,9.265934927565407
0.40750000000000064,9.048343332160448
0.40860000000000074,8.835819233424617
0.40969999999999995,8.628244117425604
0.41080000000000005,8.425502293271315
0.41190000000000015,8.227480823650843
0.41300000000000026,8.034069457153553
0.41410000000000036,7.84516056232959
0.41520000000000046,7.660649063441951
0.41630000000000056,7.480432377864459
0.41740000000000066,7.304410355081541
0.41850000000000076,7.132485217246075
0.4196,6.964561501253933
0.4207000000000001,6.800546002293486
0.4218000000000002,6.6403477188324675
0.4229000000000003,6.483877799001071
0.4240000000000004,6.331049488335972
0.4251000000000005,6.181778078848021
0.4262000000000006,6.035980859378615
0.4273000000000007,5.893577067210299
0.4284000000000008,5.754487840898364
0.4295,5.618636174291098
0.4306000000000001,5.485946871706629
0.4317000000000002,5.356346504237292
0.4328000000000003,5.229763367149672
0.4339000000000004,5.106127438353032
0.4350000000000005,4.985370337907341
0.4361000000000006,4.867425288543664
0.4372000000000007,4.752227077170438
0.4383000000000008,4.639712017339668
0.4394,4.529817912648171
0.4405000000000001,4.422484021048757
0.4416000000000002,4.317651020049052
0.4427000000000003,4.215260972773037
0.4438000000000004,4.115257294864185
0.4449000000000005,4.017584722207608
0.4460000000000006,3.922189279451317
0.4471000000000007,3.8290182493027465
0.4482000000000008,3.738020142584829
0.44930000000000003,3.6491446690286864
0.45040000000000013,3.5623427087850006
0.45150000000000023,3.477566284636289
0.45260000000000034,3.3947685348907206
0.45370000000000044,3.313903686941018
0.45480000000000054,3.234927031470943
0.45590000000000064,3.157794897292938
0.45700000000000074,3.0824646268006775
0.45809999999999995,3.008894552021011
0.45920000000000005,2.9370439712495635
0.46030000000000015,2.866873126256118
0.46140000000000025,2.7983431800439824
0.46250000000000036,2.7314161951503393
0.46360000000000046,2.6660551124733356
0.46470000000000056,2.602223730612762
0.46580000000000066,2.5398866857112448
0.46690000000000076,2.4790094317833895
0.46799999999999997,2.4195582215205733
0.4691000000000001,2.361500087559108
0.4702000000000002,2.304802824200885
0.4713000000000003,2.2494349695741374
0.4724000000000004,2.1953657882240143
0.4735000000000005,2.1425652541219087
0.4746000000000006,2.091004034083096
0.4757000000000007,2.0406534715824978
0.4768000000000008,1.9914855709586825
0.4779,1.943472981996239
0.4790000000000001,1.8965889848772342
0.4801000000000002,1.8508074754928527
0.4812000000000003,1.806102951105616
0.4823000000000004,1.762450496354085
0.4834000000000005,1.719825769591266
0.4845000000000006,1.6782049895485613
0.4856000000000007,1.6375649223171678
0.4867000000000008,1.597882868639126
0.4878,1.5591366515003908
0.4889000000000001,1.5213046040183094
0.4900000000000002,1.4843655576167178
0.4911000000000003,1.4482988304810007
0.4922000000000004,1.4130842162866548
0.4933000000000005,1.3787019731945191
0.4944000000000006,1.3451328131061422
0.4955000000000007,1.3123578911729132
0.4966000000000008,1.2803587955528175
0.49770000000000003,1.2491175374087058
0.49880000000000013,1.218616541142123
0.49990000000000023,1.1888386348572868
0.5010000000000003,1.1597670410491392
0.5021000000000004,1.131385367510392
0.5032000000000005,1.103677598452109
0.5043000000000006,1.0766280858326631
0.5054000000000007,1.050221540890033
0.5065,1.0244430258725232
0.5076,0.9992779459630177
0.5087000000000002,0.9747120413923686
0.5098000000000003,0.9507313797369753
0.5109000000000004,0.9273223483964053
0.5120000000000005,0.9044716472466209
0.5131000000000006,0.8821662814645802
0.5142000000000007,0.8603935545201304
0.5153000000000008,0.8391410613311542
0.5164,0.8183966815780838
0.5175000000000001,0.7981485731738639
0.5186000000000002,0.77838516588589
0.5197000000000003,0.7590951551059709
0.5208000000000004,0.7402674957650051
0.5219000000000005,0.7218913963888589
0.5230000000000006,0.7039563132920414
0.5241000000000007,0.6864519449059632
0.5252000000000008,0.6693682262385161
0.5263,0.652695323461896
0.5274000000000001,0.6364236286255776
0.5285000000000002,0.6205437544915671
0.5296000000000003,0.6050465294888953
0.5307000000000004,0.589922992784647
0.5318000000000005,0.5751643894687156
0.5329000000000006,0.5607621658495997
0.5340000000000007,0.5467079648586358
0.5351000000000008,0.5329936215600871
0.5362,0.5196111587646218
0.5373000000000001,0.5065527827436672
0.5384000000000002,0.49381087904244464
0.5395000000000003,0.4813780083891259
0.5406000000000004,0.4692469026980391
0.5417000000000005,0.4574104611646328
0.5428000000000006,0.4458617464500679
0.5439000000000007,0.43459398095333485
0.5450000000000008,0.4236005431688399
0.5461,0.41287496412748204
0.5472000000000001,0.40241092391920563
0.5483000000000002,0.39220224829525774
0.5494000000000003,0.3822429053481237
0.5505000000000004,0.372527002267449
0.5516000000000005,0.3630487821701331
0.5527000000000006,0.35380262100286686
0.5538000000000007,0.34478302451544285
0.5549000000000008,0.3359846253031763
0.556,0.32740217991684684
0.5571000000000002,0.31903056603855506
0.5582000000000003,0.31086477972205784
0.5593000000000004,0.3028999326959584
0.5604000000000005,0.295131249728393
0.5615000000000006,0.28755406605175643
0.5626000000000007,0.2801638248460701
0.5637000000000008,0.2729560747796334
0.5648,0.2659264676057562
0.5659000000000001,0.2590707558139301
0.5670000000000002,0.2523847903346824
0.5681000000000003,0.24586451829646133
0.5692000000000004,0.2395059808335492
0.5703000000000005,0.23330531094378215
0.5714000000000006,0.227258731394934
0.5725000000000007,0.22136255267864266
0.5736000000000008,0.21561317101079114
0.5747,0.21000706637727504
0.5758000000000001,0.20454080062409286
0.5769000000000002,0.19921101559080637
0.5780000000000003,0.19401443128628798
0.5791000000000004,0.188947844105854
0.5802000000000005,0.18400812508880718
0.5813000000000006,0.17919221821547193
0.5824000000000007,0.17449713874281436
0.5835000000000008,0.16991997157776828
0.5846,0.1654578696874062
0.5857000000000001,0.1611080525450991
0.5868000000000002,0.1568678046118855
0.5879000000000003,0.15273447385218872
0.5890000000000004,0.14870547028314293
0.5901000000000005,0.14477826455674309
0.5912000000000006,0.14095038657407835
0.5923000000000007,0.13721942413091504
0.5934000000000008,0.13358302159391425
0.5945,0.1300388786067966
0.5956000000000001,0.1265847488257495
0.5967000000000002,0.12321843868345977
0.5978000000000003,0.11993780618106124
0.5989000000000004,0.11674075970741024
0.6000000000000005,0.11362525688504746
0.6011000000000006,0.11058930344224889
0.6022000000000007,0.10763095211056803
0.6033000000000008,0.10474830154729836
0.6044,0.1019394952822889
0.6055000000000001,0.09920272068855149
0.6066000000000003,0.09653620797615213
0.6077000000000004,0.09393822920881621
0.6088000000000005,0.09140709734276856
0.6099000000000006,0.08894116528729058
0.6110000000000007,0.08653882498650628
0.6121000000000008,0.0841985065219186
0.6132,0.08191867723520427
0.6143000000000001,0.0796978408709417
0.6154000000000002,0.07753453673850035
0.6165000000000003,0.07542733889307968
0.6176000000000004,0.07337485533515657
0.6187000000000005,0.07137572722804819
0.6198000000000006,0.0694286281331615
0.6209000000000007,0.06753226326253144
0.6220000000000008,0.06568536874825807
0.6231,0.06388671092846418
0.6242000000000001,0.06213508564939261
0.6253000000000002,0.060429317583300945
0.6264000000000003,0.05876825956177112
0.6275000000000004,0.05715079192410731
0.6286000000000005,0.055575821880474774
0.6297000000000006,0.05404228288945019
0.6308000000000007,0.05254913404965853
0.6319000000000008,0.051095359505181334
0.633,0.04967996786442671
0.6341000000000001,0.048301991632153374
0.6352000000000002,0.04696048665436939
0.6363000000000003,0.04565453157579395
0.6374000000000004,0.04438322730961804
0.6385000000000005,0.04314569651928016
0.6396000000000006,0.0419410831119893
0.6407000000000007,0.040768551743731424
0.6418000000000008,0.03962728733550228
0.6429,0.03851649460051455
0.6440000000000001,0.03743539758212937
0.6451000000000002,0.03638323920228428
0.6462000000000003,0.035359280820164415
0.6473000000000004,0.03436280180090097
0.6484000000000005,0.033393099094067256
0.6495000000000006,0.0324494868217527
0.6506000000000007,0.03153129587600078
0.6517000000000008,0.030637873525401427
0.6528,0.029768583030632467
0.6539000000000001,0.028922803268746473
0.6550000000000002,0.028099928366016803
0.6561000000000003,0.02729936733913749
0.6572000000000005,0.026520543744600916
0.6583000000000006,0.025762895336063928
0.6594000000000007,0.02502587372952704
0.6605000000000008,0.024308944076149197
0.6616,0.023611584742528634
0.6627000000000001,0.02293328699828002
0.6638000000000002,0.022273554710751178
0.6649000000000003,0.021631904046709612
0.6660000000000004,0.02100786318085061
0.6671000000000005,0.02040097201097072
0.6682000000000006,0.01981078187965789
0.6693000000000007,0.01923685530235259
0.6704000000000008,0.01867876570162386
0.6715,0.018136097147596654
0.6726000000000001,0.017608444104206304
0.6737000000000002,0.017095411181397027
0.6748000000000003,0.016596612892944358
0.6759000000000004,0.016111673419852597
0.6770000000000005,0.015640226379187265
0.6781000000000006,0.015181914598222476
0.6792000000000007,0.014736389893782655
0.6803000000000008,0.014303312856663083
0.6814,0.013882352641015332
0.6825000000000001,0.013473186758584027
0.6836000000000002,0.013075500877691573
0.6847000000000003,0.012688988626856978
0.6858000000000004,0.012313351402950538
0.6869000000000005,0.01194829818377955
0.6880000000000006,0.011593545345007098
0.6891000000000007,0.011248816481305405
0.6902000000000008,0.010913842231649278
0.6913,0.010588360108657057
0.6924000000000001,0.010272114331885818
0.6935000000000002,0.009964855664996285
0.6946000000000003,0.009666341256695396
0.6957000000000004,0.009376334485375
0.6968000000000005,0.009094604807362187
0.6979000000000006,0.008820927608700332
0.6990000000000007,0.008555084060380958
0.7001000000000008,0.008296860976949174
0.7012,0.008046050678406672
0.7023000000000001,0.00780245085533649
0.7034000000000002,0.007565864437180502
0.7045000000000003,0.007336099463593791
0.7056000000000004,0.007112968958810375
0.7067000000000005,0.00689629080895008
0.7078000000000007,0.006685887642201264
0.7089000000000008,0.006481586711813946
0.71,0.006283219781839955
0.7111000000000001,0.006090623015557345
0.7122000000000002,0.005903636866520526
0.7133000000000003,0.005722105972173501
0.7144000000000004,0.005545879049970729
0.7155000000000005,0.005374808795947619
0.7166000000000006,0.005208751785685707
0.7177000000000007,0.005047568377617653
0.7188000000000008,0.00489112261861957
0.7199,0.0047392821518385045
0.7210000000000001,0.0045919181267037095
0.7221000000000002,0.004448905111074003
0.7232000000000003,0.0043101210054700525
0.7243000000000004,0.004175446959346206
0.7254000000000005,0.004044767289354435
0.7265000000000006,0.003917969399555573
0.7276000000000007,0.003794943703533
0.7287000000000008,0.003675583548365823
0.7298,0.003559785140418886
0.7309000000000001,0.0034474474729079708
0.7320000000000002,0.003338472255200583
0.7331000000000003,0.003232763843811142
0.7342000000000004,0.003130229175053176
0.7353000000000005,0.003030777699305439
0.7364000000000006,0.002934321316881464
0.7375000000000007,0.0028407743154009427
0.7386000000000008,0.0027500533087140453
0.7397,0.002662077177279525
0.7408000000000001,0.0025767670099880275
0.7419000000000002,0.0024940460473943495
0.7430000000000003,0.0024138396263245964
0.7441000000000004,0.0023360751258279886
0.7452000000000005,0.002260681914441613
0.7463000000000006,0.0021875912987381
0.7474000000000007,0.002116736473126527
0.7485000000000008,0.002048052470877737
0.7496,0.0019814761163456465
0.7507000000000001,0.001916945978359834
0.7518000000000002,0.0018544023247443328
0.7529000000000003,0.0017937870779820867
0.7540000000000004,0.0017350437719373202
0.7551000000000005,0.0016781175096573036
0.7562000000000006,0.0016229549222099892
0.7573000000000008,0.0015695041285365128
0.7584,0.0015177146962949695
0.7595000000000001,0.001467537603672155
0.7606000000000002,0.001418925202141225
0.7617000000000003,0.00137183118014248
0.7628000000000004,0.0013262105276662562
0.7639000000000005,0.0012820195017165495
0.7650000000000006,0.001239215592634881
0.7661000000000007,0.0011977574912641334
0.7672000000000008,0.0011576050569327436
0.7683,0.0011187192862399057
0.7694000000000001,0.0010810622826228978
0.7705000000000002,0.0010445972266884553
0.7716000000000003,0.0010092883472896353
0.7727000000000004,9.75100893331035E-4
0.7738000000000005,9.420011062849672E-4
0.7749000000000006,9.099561934018108E-4
0.7760000000000007,8.789343015981007E-4
0.7771000000000008,8.489044920062974E-4
0.7782,8.198367151705559E-4
0.7793000000000001,7.917017868729771E-4
0.7804000000000002,7.644713645757408E-4
0.7815000000000003,7.381179244639424E-4
0.7826000000000004,7.126147390751581E-4
0.7837000000000005,6.879358555016196E-4
0.7848000000000006,6.640560741512751E-4
0.7859000000000007,6.40950928054413E-4
0.7870000000000008,6.185966627027152E-4
0.7881,5.969702164080131E-4
0.7892000000000001,5.760492011681171E-4
0.7903000000000002,5.558118840278015E-4
0.7914000000000003,5.36237168922632E-4
0.7925000000000004,5.17304578994256E-4
0.7936000000000005,4.989942393656544E-4
0.7947000000000006,4.8128686036521504E-4
0.7958000000000007,4.6416372118877316E-4
0.7969000000000008,4.476066539889586E-4
0.798,4.3159802838148157E-4
0.7991000000000001,4.161207363581269E-4
0.8002000000000002,4.011581775967181E-4
0.8013000000000003,3.8669424515809845E-4
0.8024000000000004,3.727133115608593E-4
0.8035000000000005,3.592002152244609E-4
0.8046000000000006,3.4614024727173877E-4
0.8057000000000007,3.335191386819312E-4
0.8068000000000008,3.2132304778561725E-4
0.8079000000000001,3.0953854809312686E-4
0.8090000000000002,2.9815261644812214E-4
0.8101000000000003,2.8715262149845447E-4
0.8112000000000004,2.765263124762249E-4
0.8123000000000005,2.662618082795228E-4
0.8134000000000006,2.5634758684826327E-4
0.8145000000000007,2.467724748268152E-4
0.8156000000000008,2.375256375062469E-4
0.8167,2.2859656903920315E-4
0.8178000000000001,2.1997508292043912E-4
0.8189000000000002,2.1165130272705163E-4
0.8200000000000003,2.036156531101856E-4
0.8211000000000004,1.9585885103407717E-4
0.8222000000000005,1.883718972545504E-4
0.8233000000000006,1.811460680315559E-4
0.8244000000000007,1.7417290706971464E-4
0.8255000000000008,1.6744421768106904E-4
0.8266,1.6095205516439092E-4
0.8277000000000001,1.5468871939548946E-4
0.8288000000000002,1.4864674762320426E-4
0.8299000000000003,1.4281890746570895E-4
0.8310000000000004,1.371981901020623E-4
0.8321000000000005,1.317778036539526E-4
0.8332000000000006,1.2655116675273602E-4
0.8343000000000007,1.215119022869832E-4
0.8354000000000008,1.1665383132585887E-4
0.8365,1.1197096721377488E-4
0.8376000000000001,1.0745750983184117E-4
0.8387000000000002,1.031078400218207E-4
0.8398000000000003,9.891651416826836E-5
0.8409000000000004,9.487825893476852E-5
0.8420000000000005,9.098796615020133E-5
0.8431000000000006,8.724068784109719E-5
0.8442000000000007,8.363163140622323E-5
0.8453000000000008,8.015615492964391E-5
0.8464,7.680976262858825E-5
0.8475000000000001,7.358810043252398E-5
0.8486000000000002,7.048695168998779E-5
0.8497000000000003,6.750223299970492E-5
0.8508000000000004,6.462999016271053E-5
0.8519000000000005,6.186639425221258E-5
0.8530000000000006,5.920773779802914E-5
0.8541000000000007,5.6650431082507704E-5
0.8552000000000008,5.4190998544915104E-5
0.8563000000000001,5.1826075291356315E-5
0.8574000000000002,4.955240370734016E-5
0.8585000000000003,4.736683017022439E-5
0.8596000000000004,4.5266301858768846E-5
0.8607000000000005,4.324786365716487E-5
0.8618000000000006,4.1308655150931774E-5
0.8629000000000007,3.944590771214759E-5
0.8640000000000008,3.765694167154804E-5
0.8651,3.593916357508212E-5
0.8662000000000001,3.4290063522571E-5
0.8673000000000002,3.2707212586198696E-5
0.8684000000000003,3.11882603065756E-5
0.8695000000000004,2.9730932264217448E-5
0.8706000000000005,2.833302772431125E-5
0.8717000000000006,2.699241735269918E-5
0.8728000000000007,2.5707041001065478E-5
0.8739000000000008,2.447490555936007E-5
0.875,2.3294082873545257E-5
0.8761000000000001,2.216270772679191E-5
0.8772000000000002,2.107897588232142E-5
0.8783000000000003,2.0041142186101153E-5
0.8794000000000004,1.9047518727680136E-5
0.8805000000000005,1.8096473057476727E-5
0.8816000000000006,1.7186426458880207E-5
0.8827000000000007,1.63158522735676E-5
0.8838000000000008,1.5483274278481472E-5
0.8849,1.4687265112952889E-5
0.8860000000000001,1.39264447544901E-5
0.8871000000000002,1.3199479041805027E-5
0.8882000000000003,1.2505078243661688E-5
0.8893000000000004,1.1841995672212507E-5
0.8904000000000005,1.1209026339442252E-5
0.8915000000000006,1.060500565549539E-5
0.8926000000000007,1.0028808167577335E-5
0.8937000000000008,9.479346338226334E-6
0.8948,8.955569361761115E-6
0.8959000000000001,8.456462017741954E-6
0.8970000000000002,7.981043560322567E-6
0.8981000000000003,7.52836664238628E-6
0.8992000000000004,7.097516273403887E-6
0.9003000000000005,6.6876088099712565E-6
0.9014000000000006,6.297790978015469E-6
0.9025000000000007,5.927238925685822E-6
0.9036000000000008,5.575157305972777E-6
0.9047000000000001,5.240778388124689E-6
0.9058000000000002,4.9233611969557475E-6
0.9069000000000003,4.622190679169486E-6
0.9080000000000004,4.3365768958370336E-6
0.9091000000000005,4.0658542402028275E-6
0.9102000000000006,3.809380680008024E-6
0.9113000000000007,3.5665370235463598E-6
0.9124000000000008,3.3367262086893857E-6
0.9135,3.1193726141396085E-6
0.9146000000000001,2.9139213921901316E-6
0.9157000000000002,2.7198378222935265E-6
0.9168000000000003,2.5366066847567304E-6
0.9179000000000004,2.3637316539045802E-6
0.9190000000000005,2.2007347100698924E-6
0.9201000000000006,2.047155569788008E-6
0.9212000000000007,1.9025511335917479E-6
0.9223000000000008,1.7664949508204251E-6
0.9234,1.6385767008740563E-6
0.9245000000000001,1.5184016903600071E-6
0.9256000000000002,1.4055903655980597E-6
0.9267000000000003,1.2997778399621744E-6
0.9278000000000004,1.2006134355566914E-6
0.9289000000000005,1.107760238737642E-6
0.9300000000000006,1.0208946690055897E-6
0.9311000000000007,9.397060608107116E-7
0.9322000000000008,8.638962578250949E-7
0.9333,7.931792192509624E-7
0.9344000000000001,7.272806377466774E-7
0.9355000000000002,6.659375685666024E-7
0.9366000000000003,6.088980695216974E-7
0.9377000000000004,5.559208513821749E-7
0.9388000000000005,5.067749383544258E-7
0.9399000000000006,4.6123933827668506E-7
0.9410000000000007,4.1910272218930267E-7
0.9421000000000008,3.8016311294673455E-7
0.9432,3.4422758254928686E-7
0.9443000000000001,3.111119578830984E-7
0.9454000000000002,2.806405345677886E-7
0.9465000000000003,2.526457986202815E-7
0.9476000000000004,2.2696815565415283E-7
0.9487000000000005,2.0345566734278847E-7
0.9498000000000006,1.819637948841564E-7
0.9509000000000007,1.6235514921401766E-7
0.9520000000000008,1.4449924772331817E-7
0.9531000000000001,1.2827227724376986E-7
0.9542000000000002,1.1355686307447795E-7
0.9553000000000003,1.0024184383025236E-7
0.9564000000000004,8.82220519000847E-8
0.9575000000000005,7.739809931229065E-8
0.9586000000000006,6.767616881003737E-8
0.9597000000000007,5.8967809948356065E-8
0.9608000000000008,5.1189740030799005E-8
0.9619,4.426364971079368E-8
0.9630000000000001,3.811601308940054E-8
0.9641000000000002,3.267790214780132E-8
0.9652000000000003,2.7884805358979053E-8
0.9663000000000004,2.3676450329391586E-8
0.9674000000000005,1.9996630327296494E-8
0.9685000000000006,1.6793034560231235E-8
0.9696000000000007,1.4017082069783711E-8
0.9707000000000008,1.1623759117268652E-8
0.9718,9.571459939246475E-9
0.9729000000000001,7.821830756976615E-9
0.9740000000000002,6.339616928949116E-9
0.9751000000000003,5.092513140449638E-9
0.9762000000000004,4.051016528900053E-9
0.9773000000000005,3.188282648267942E-9
0.9784000000000006,2.479984180302133E-9
0.9795000000000007,1.9041723046684303E-9
0.9806000000000008,1.4411406442483705E-9
0.9817,1.0732917059264338E-9
0.9828000000000001,7.850057411282453E-10
0.9839000000000002,5.625119541963777E-10
0.9850000000000003,3.937619903811412E-10
0.9861000000000004,2.6830563882041443E-10
0.9872000000000005,1.7716868935029918E-10
0.9883000000000006,1.1273288535588089E-10
0.9894000000000007,6.861791812981546E-11
0.9905000000000008,3.95654113614446E-11
0.9916,2.132484743291073E-11
0.9927000000000001,1.0541390153757724E-11
0.9938000000000002,4.645561424521493E-12
0.9949000000000003,1.7447320843281567E-12
0.9960000000000004,5.163898714640526E-13
0.9971000000000005,1.0315000979510001E-13
0.9982000000000006,9.47643131208129E-15
0.9993000000000007,8.405757152475622E-17
1.0004000000000008,-5.107308937421895E-18
1.0015,-3.77707007760531E-15
1.0026000000000002,-5.893495528527461E-14
1.0037000000000003,-3.430228583989183E-13
1.0048000000000004,-1.2569831578510955E-12
1.0059000000000005,-3.517164051470161E-12
1.0070000000000006,-8.245792206146012E-12
1.0081000000000007,-1.705992360188906E-11
1.0092000000000008,-3.2158883910847415E-11
1.0103000000000009,-5.641020807661133E-11
1.0114,-9.34340871475108E-11
1.0125000000000002,-1.4768632886822731E-10
1.0136000000000003,-2.2453983704413542E-10
1.0147000000000004,-3.303646132632839E-10
1.0158000000000005,-4.726062831866481E-10
1.0169000000000006,-6.598631483001718E-10
1.0180000000000007,-9.019617627584767E-10
1.0191000000000008,-1.210031033739393E-9
1.0202,-1.5965748425686562E-9
1.0213,-2.0755431827669677E-9
1.0224000000000002,-2.6624018101038035E-9
1.0235000000000003,-3.3742003987396356E-9
1.0246000000000004,-4.229639196559768E-9
1.0257000000000005,-5.2491341718860915E-9
1.0268000000000006,-6.4548806428712886E-9
1.0279000000000007,-7.870915380043026E-9
1.0290000000000008,-9.52317717166896E-9
1.0301,-1.143956584085565E-8
1.0312000000000001,-1.3649999702587556E-8
1.0323000000000002,-1.618647144819944E-8
1.0334000000000003,-1.9083102444186055E-8
1.0345000000000004,-2.2376195431591924E-8
1.0356000000000005,-2.610428561168219E-8
1.0367000000000006,-3.0308190103044685E-8
1.0378000000000007,-3.5031055754768916E-8
1.0389000000000008,-4.0318405299869957E-8
1.04,-4.6218181832677696E-8
1.0411000000000001,-5.278079159352815E-8
1.0422000000000002,-6.00591450436083E-8
1.0433000000000003,-6.81086962126123E-8
1.0444000000000004,-7.698748030137287E-8
1.0455000000000005,-8.67561495214217E-8
1.0466000000000006,-9.747800715312505E-8
1.0477000000000007,-1.0921903980378608E-7
1.0488000000000008,-1.220479478468795E-7
1.0499,-1.3603617402335967E-7
1.0510000000000002,-1.5125793018588572E-7
1.0521000000000003,-1.6779022216639764E-7
1.0532000000000004,-1.8571287274775553E-7
1.0543000000000005,-2.0510854271950125E-7
1.0554000000000006,-2.260627499983336E-7
1.0565000000000007,-2.486638867930825E-7
1.0576000000000008,-2.7300323479453734E-7
1.0587000000000009,-2.991749783700805E-7
1.0598,-3.2727621574313317E-7
1.0609000000000002,-3.574069681375618E-7
1.0620000000000003,-3.8967018686671E-7
1.0631000000000004,-4.241717583475426E-7
1.0642000000000005,-4.6102050701961646E-7
1.0653000000000006,-5.003281961491384E-7
1.0664000000000007,-5.422095264982486E-7
1.0675000000000008,-5.867821328397883E-7
1.0686,-6.341665782978435E-7
1.0697,-6.844863464947483E-7
1.0708000000000002,-7.378678314844978E-7
1.0719000000000003,-7.944403254540601E-7
1.0730000000000004,-8.54336004172773E-7
1.0741000000000005,-9.176899101710592E-7
1.0752000000000006,-9.84639933629518E-7
1.0763000000000007,-1.0553267909596806E-6
1.0774000000000008,-1.1298940010578855E-6
1.0785,-1.2084878592138793E-6
1.0796000000000001,-1.2912574086563105E-6
1.0807000000000002,-1.3783544097162764E-6
